rank,status,alias,model_type,model_path,mse_mean,mae_mean,uqi_mean,lpips_mean,elapsed_seconds,per_sample_seconds,error
1,ok,Sup-Mig,DDNet70,results/CurveFaultAResults/used_pretrain/DDNet70/CurveFaultA/CurveFaultA_CLStage3_used_pretrain_TrSize1000_AllEpo120_CurEpo120.pkl,0.017058951813727616,0.08866580894216895,0.742510319566765,0.28207352352142334,19.723257303237915,0.019723257303237915,
2,ok,Scratch,DDNet70,results/CurveFaultAResults/unused_pretrain/DDNet70/CurveFaultA/CurveFaultA_CLStage3_unused_pretrain_TrSize1000_AllEpo120_CurEpo120.pkl,0.04919160076230764,0.1663421380892396,0.706215354631178,0.2707602933198214,19.519245862960815,0.019519245862960815,
